State,Route_Name,Route_Link,Bus_Name,Bus_Type,Departing_Time,Duration,Reaching_Time,Star_Rating,Price,Seat_Availability,Category,Start_Hour
Telangana,Khammam to Hyderabad,https://www.redbus.in/bus-tickets/khammam-to-hyderabad,TGSRTC - 8623,RAJDHANI (AC SEMI SLEEPER 2+2),16:10,03h 10m,19:20,3.9,0.0,27 Seats available,A/C,16.0
Telangana,Khammam to Hyderabad,https://www.redbus.in/bus-tickets/khammam-to-hyderabad,TGSRTC - 34331,LAHARI A/C SLEEPER CUM SEATER,16:20,03h 30m,19:50,1.8,0.0,11 Seats available,A/C,16.0
Telangana,Khammam to Hyderabad,https://www.redbus.in/bus-tickets/khammam-to-hyderabad,TGSRTC - 8657,RAJDHANI (AC SEMI SLEEPER 2+2),17:00,03h 20m,20:20,3.7,0.0,29 Seats available,A/C,17.0
Telangana,Khammam to Hyderabad,https://www.redbus.in/bus-tickets/khammam-to-hyderabad,TGSRTC - 1319,LAHARI A/C SLEEPER CUM SEATER,17:10,03h 35m,20:45,3.4,0.0,22 Seats available,A/C,17.0
Telangana,Khammam to Hyderabad,https://www.redbus.in/bus-tickets/khammam-to-hyderabad,TGSRTC - 8613,SUPER LUXURY (NON AC SEATER 2+2 PUSH BACK),17:20,04h 10m,21:30,3.9,0.0,30 Seats available,Non-A/C,17.0
Telangana,Khammam to Hyderabad,https://www.redbus.in/bus-tickets/khammam-to-hyderabad,TGSRTC - 8675,RAJDHANI (A.C. SEMI SLEEPER),17:30,04h 00m,21:30,3.9,0.0,35 Seats available,Non-A/C,17.0
Telangana,Khammam to Hyderabad,https://www.redbus.in/bus-tickets/khammam-to-hyderabad,TGSRTC - 64089,RAJDHANI (AC SEMI SLEEPER 2+2),18:00,03h 20m,21:20,3.3,0.0,31 Seats available,A/C,18.0
Telangana,Khammam to Hyderabad,https://www.redbus.in/bus-tickets/khammam-to-hyderabad,TGSRTC - 1952,RAJDHANI (AC SEMI SLEEPER 2+2),18:10,03h 35m,21:45,3.6,0.0,25 Seats available,A/C,18.0
Telangana,Khammam to Hyderabad,https://www.redbus.in/bus-tickets/khammam-to-hyderabad,TGSRTC - 8822,SUPER LUXURY (NON AC SEATER 2+2 PUSH BACK),18:15,03h 45m,22:00,3.4,0.0,31 Seats available,Non-A/C,18.0
Telangana,Khammam to Hyderabad,https://www.redbus.in/bus-tickets/khammam-to-hyderabad,TGSRTC - 4172,RAJDHANI (AC SEMI SLEEPER 2+2),18:30,04h 00m,22:30,3.3,0.0,25 Seats available,A/C,18.0
Telangana,Khammam to Hyderabad,https://www.redbus.in/bus-tickets/khammam-to-hyderabad,TGSRTC - 64022,RAJDHANI (AC SEMI SLEEPER 2+2),19:00,03h 30m,22:30,3.1,0.0,30 Seats available,A/C,19.0
Telangana,Khammam to Hyderabad,https://www.redbus.in/bus-tickets/khammam-to-hyderabad,TGSRTC - 8677,SUPER LUXURY (NON AC SEATER 2+2 PUSH BACK),19:30,04h 10m,23:40,3.5,0.0,31 Seats available,Non-A/C,19.0
Telangana,Khammam to Hyderabad,https://www.redbus.in/bus-tickets/khammam-to-hyderabad,TGSRTC - 8625,RAJDHANI (A.C. SEMI SLEEPER),21:00,04h 00m,01:00,3.6,0.0,33 Seats available,Non-A/C,21.0
Telangana,Khammam to Hyderabad,https://www.redbus.in/bus-tickets/khammam-to-hyderabad,TGSRTC - 8619,RAJDHANI (AC SEMI SLEEPER 2+2),22:00,04h 00m,02:00,3.7,0.0,27 Seats available,A/C,22.0
Telangana,Khammam to Hyderabad,https://www.redbus.in/bus-tickets/khammam-to-hyderabad,TGSRTC - 64593,SUPER LUXURY (NON AC SEATER 2+2 PUSH BACK),22:30,03h 55m,02:25,4.1,0.0,22 Seats available,Non-A/C,22.0
Telangana,Khammam to Hyderabad,https://www.redbus.in/bus-tickets/khammam-to-hyderabad,TGSRTC - 1224,DELUXE (NON AC SEATER 2+2),22:40,05h 50m,04:30,3.7,0.0,37 Seats available,Non-A/C,22.0
Telangana,Khammam to Hyderabad,https://www.redbus.in/bus-tickets/khammam-to-hyderabad,TGSRTC - 8827,SUPER LUXURY (NON AC SEATER 2+2 PUSH BACK),22:55,04h 25m,03:20,4.0,0.0,29 Seats available,Non-A/C,22.0
Telangana,Khammam to Hyderabad,https://www.redbus.in/bus-tickets/khammam-to-hyderabad,TGSRTC - 4166,RAJDHANI (AC SEMI SLEEPER 2+2),23:00,04h 00m,03:00,3.9,0.0,35 Seats available,A/C,23.0
Telangana,Khammam to Hyderabad,https://www.redbus.in/bus-tickets/khammam-to-hyderabad,TGSRTC - 6631,SUPER LUXURY (NON AC SEATER 2+2 PUSH BACK),23:00,04h 30m,03:30,3.7,0.0,27 Seats available,Non-A/C,23.0
Telangana,Khammam to Hyderabad,https://www.redbus.in/bus-tickets/khammam-to-hyderabad,TGSRTC - 8644,SUPER LUXURY (NON AC SEATER 2+2 PUSH BACK),23:10,04h 10m,03:20,4.3,0.0,29 Seats available,Non-A/C,23.0
Telangana,Khammam to Hyderabad,https://www.redbus.in/bus-tickets/khammam-to-hyderabad,TGSRTC - 8992,SUPER LUXURY (NON AC SEATER 2+2 PUSH BACK),23:25,03h 55m,03:20,4.3,0.0,19 Seats available,Non-A/C,23.0
Telangana,Khammam to Hyderabad,https://www.redbus.in/bus-tickets/khammam-to-hyderabad,TGSRTC - 64008,RAJADHANI AC (CONVERTED METRO LUXURY),23:30,04h 00m,03:30,3.9,0.0,34 Seats available,A/C,23.0
Telangana,Khammam to Hyderabad,https://www.redbus.in/bus-tickets/khammam-to-hyderabad,TGSRTC - 8805,RAJDHANI (A.C. SEMI SLEEPER),23:45,03h 45m,03:30,4.0,0.0,25 Seats available,Non-A/C,23.0
Telangana,Khammam to Hyderabad,https://www.redbus.in/bus-tickets/khammam-to-hyderabad,TGSRTC - 7646,SUPER LUXURY (NON AC SEATER 2+2 PUSH BACK),23:55,04h 05m,04:00,4.5,0.0,30 Seats available,Non-A/C,23.0
Telangana,Khammam to Hyderabad,https://www.redbus.in/bus-tickets/khammam-to-hyderabad,TGSRTC - 8600,SUPER LUXURY (NON AC SEATER 2+2 PUSH BACK),23:55,05h 25m,05:20,4.8,0.0,31 Seats available,Non-A/C,23.0
Telangana,Khammam to Hyderabad,https://www.redbus.in/bus-tickets/khammam-to-hyderabad,TGSRTC - 1323,LAHARI A/C SLEEPER CUM SEATER,23:55,03h 35m,03:30,2.9,0.0,42 Seats available,A/C,23.0
Telangana,Khammam to Hyderabad,https://www.redbus.in/bus-tickets/khammam-to-hyderabad,Orange Tours And Travels,A/C SLEEPER (2+1),17:30,04h 20m,21:50,3.0,0.0,24 Seats available,A/C,17.0
Telangana,Khammam to Hyderabad,https://www.redbus.in/bus-tickets/khammam-to-hyderabad,Bharathi Tours & Travels,NON A/C SEATER / SLEEPER (2+1),23:40,04h 20m,04:00,4.5,404.0,19 Seats available,Non-A/C,23.0
Telangana,Khammam to Hyderabad,https://www.redbus.in/bus-tickets/khammam-to-hyderabad,Sri Venkateswara Travels,NON A/C SEATER / SLEEPER (2+1),23:45,06h 15m,06:00,3.5,0.0,22 Seats available,Non-A/C,23.0
Telangana,Khammam to Hyderabad,https://www.redbus.in/bus-tickets/khammam-to-hyderabad,RRR Travels,A/C SLEEPER (2+1),23:50,05h 40m,05:30,4.7,833.0,22 Seats available,A/C,23.0
Telangana,Khammam to Hyderabad,https://www.redbus.in/bus-tickets/khammam-to-hyderabad,Sri KVR Travels,A/C SEATER / SLEEPER (2+1),23:58,05h 02m,05:00,3.0,0.0,23 Seats available,A/C,23.0
Telangana,Khammam to Hyderabad,https://www.redbus.in/bus-tickets/khammam-to-hyderabad,SAIRAJ TRAVELS,A/C SLEEPER (2+1),23:59,05h 31m,05:30,5.0,0.0,16 Seats available,A/C,23.0
Telangana,Khammam to Hyderabad,https://www.redbus.in/bus-tickets/khammam-to-hyderabad,BSR Tours And Travels,A/C SLEEPER (2+1),23:59,06h 01m,06:00,4.6,780.0,11 Seats available,A/C,23.0
Telangana,Khammam to Hyderabad,https://www.redbus.in/bus-tickets/khammam-to-hyderabad,BSR Tours And Travels,A/C SEATER / SLEEPER (2+1),23:59,06h 01m,06:00,4.7,0.0,26 Seats available,A/C,23.0
Telangana,Khammam to Hyderabad,https://www.redbus.in/bus-tickets/khammam-to-hyderabad,Nani’s Sai Krishna Travels,NON A/C SEATER / SLEEPER (2+1),23:59,05h 01m,05:00,3.6,0.0,26 Seats available,Non-A/C,23.0
Telangana,Khammam to Hyderabad,https://www.redbus.in/bus-tickets/khammam-to-hyderabad,Sri Krishna Travels(VGN),NON A/C SEATER / SLEEPER (2+1),23:59,06h 11m,06:10,3.1,0.0,13 Seats available,Non-A/C,23.0
Telangana,Khammam to Hyderabad,https://www.redbus.in/bus-tickets/khammam-to-hyderabad,Bharathi Tours & Travels,A/C SLEEPER (2+1),23:59,05h 01m,05:00,4.5,531.0,15 Seats available,A/C,23.0
Telangana,Khammam to Hyderabad,https://www.redbus.in/bus-tickets/khammam-to-hyderabad,Bharathi Tours & Travels,NON A/C SEATER / SLEEPER (2+1),23:59,05h 01m,05:00,4.5,441.0,16 Seats available,Non-A/C,23.0
Telangana,Khammam to Hyderabad,https://www.redbus.in/bus-tickets/khammam-to-hyderabad,SAIRAJ TRAVELS,NON A/C SEATER / SLEEPER (2+1),23:59,06h 16m,06:15,4.2,0.0,15 Seats available,Non-A/C,23.0
Telangana,Khammam to Hyderabad,https://www.redbus.in/bus-tickets/khammam-to-hyderabad,Nani’s Sai Krishna Travels,NON A/C SEATER / SLEEPER (2+1),23:59,05h 01m,05:00,3.6,0.0,19 Seats available,Non-A/C,23.0
Telangana,Khammam to Hyderabad,https://www.redbus.in/bus-tickets/khammam-to-hyderabad,Orange Tours And Travels,NON A/C SEATER/ SLEEPER (2+1),00:30,04h 30m,05:00,3.4,0.0,17 Seats available,Non-A/C,0.0
Telangana,Khammam to Hyderabad,https://www.redbus.in/bus-tickets/khammam-to-hyderabad,Sri KVR Travels,NON A/C SEATER / SLEEPER (2+1),00:30,05h 00m,05:30,3.1,0.0,4 Seats available,Non-A/C,0.0
Telangana,Khammam to Hyderabad,https://www.redbus.in/bus-tickets/khammam-to-hyderabad,Mozo travels,A/C SEATER / SLEEPER (2+1),01:30,04h 30m,06:00,4.4,0.0,2 Seats available,A/C,1.0
Telangana,Khammam to Hyderabad,https://www.redbus.in/bus-tickets/khammam-to-hyderabad,Morning Star Travels,SCANIA AC MULTI AXLE SLEEPER (2+1),18:00,03h 45m,21:45,1.3,0.0,17 Seats available,A/C,18.0
Telangana,Khammam to Hyderabad,https://www.redbus.in/bus-tickets/khammam-to-hyderabad,Sri Krishna Travels(VGN),NON A/C HI-TECH (2+2),23:55,05h 30m,05:25,2.6,0.0,10 Seats available,Non-A/C,23.0
Telangana,Khammam to Hyderabad,https://www.redbus.in/bus-tickets/khammam-to-hyderabad,MAHABAHUSRIKVRTRAVELS,A/C SEATER / SLEEPER (2+1),02:00,04h 35m,06:35,3.4,990.0,38 Seats available,A/C,2.0
Telangana,Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,APSRTC - 2674,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",17:30,07h 50m,01:20,2.5,0.0,9 Seats available,Non-A/C,17.0
Telangana,Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,APSRTC - 3366,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",17:55,07h 50m,01:45,2.4,0.0,18 Seats available,Non-A/C,17.0
Telangana,Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,APSRTC - 3360,AMARAVATHI (VOLVO / SCANIA A.C MULTI AXLE),18:25,07h 05m,01:30,2.6,0.0,33 Seats available,Non-A/C,18.0
Telangana,Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,APSRTC - 2575,NIGHT RIDER (SEATER CUM SLEEPER),18:55,06h 20m,01:15,3.2,0.0,33 Seats available,Non-A/C,18.0
Telangana,Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,APSRTC - 4916,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",19:25,06h 50m,02:15,3.4,0.0,10 Seats available,Non-A/C,19.0
Telangana,Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,APSRTC - 2898,STAR LINER(NON-AC SLEEPER 2+1),19:25,06h 35m,02:00,4.6,0.0,10 Seats available,Non-A/C,19.0
Telangana,Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,APSRTC - 2563,INDRA(A.C. SEATER),19:30,05h 55m,01:25,4.0,0.0,28 Seats available,Non-A/C,19.0
Telangana,Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,APSRTC - 2680,VENNELA (A.C. SLEEPER),19:45,06h 15m,02:00,2.5,0.0,5 Seats available,Non-A/C,19.0
Telangana,Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,APSRTC - 2798,INDRA(A.C. SEATER),19:55,06h 35m,02:30,2.3,0.0,32 Seats available,Non-A/C,19.0
Telangana,Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,APSRTC - 2688,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",20:00,06h 45m,02:45,3.9,0.0,17 Seats available,Non-A/C,20.0
Telangana,Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,APSRTC - 4972,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",20:10,07h 10m,03:20,4.4,0.0,14 Seats available,Non-A/C,20.0
Telangana,Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,APSRTC - 2549,NIGHT RIDER (SEATER CUM SLEEPER),20:15,06h 00m,02:15,4.0,0.0,36 Seats available,Non-A/C,20.0
Telangana,Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,APSRTC - 2573,AMARAVATHI (VOLVO / SCANIA A.C MULTI AXLE),20:25,06h 05m,02:30,3.3,0.0,43 Seats available,Non-A/C,20.0
Telangana,Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,APSRTC - 4894,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",20:25,06h 35m,03:00,4.4,0.0,27 Seats available,Non-A/C,20.0
Telangana,Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,APSRTC - 3971,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",20:30,07h 15m,03:45,3.8,0.0,13 Seats available,Non-A/C,20.0
Telangana,Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,APSRTC - 24262,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",20:30,05h 30m,02:00,3.9,0.0,7 Seats available,Non-A/C,20.0
Telangana,Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,APSRTC - 4898,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",20:35,06h 25m,03:00,3.7,0.0,26 Seats available,Non-A/C,20.0
Telangana,Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,APSRTC - 4880,STAR LINER(NON-AC SLEEPER 2+1),20:35,06h 10m,02:45,3.9,0.0,18 Seats available,Non-A/C,20.0
Telangana,Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,APSRTC - 2678,NIGHT RIDER (SEATER CUM SLEEPER),20:40,06h 20m,03:00,4.2,0.0,23 Seats available,Non-A/C,20.0
Telangana,Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,APSRTC - 2786,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",20:40,07h 05m,03:45,4.6,0.0,33 Seats available,Non-A/C,20.0
Telangana,Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,APSRTC - 3697,STAR LINER(NON-AC SLEEPER 2+1),20:45,07h 00m,03:45,4.5,0.0,11 Seats available,Non-A/C,20.0
Telangana,Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,APSRTC - 3544,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",21:00,06h 40m,03:40,4.3,0.0,13 Seats available,Non-A/C,21.0
Telangana,Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,APSRTC - 3977,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",21:00,07h 15m,04:15,3.6,0.0,3 Seats available,Non-A/C,21.0
Telangana,Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,APSRTC - 2876,STAR LINER(NON-AC SLEEPER 2+1),21:00,06h 30m,03:30,4.8,0.0,17 Seats available,Non-A/C,21.0
Telangana,Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,APSRTC - 4351,STAR LINER(NON-AC SLEEPER 2+1),21:00,07h 00m,04:00,4.1,0.0,15 Seats available,Non-A/C,21.0
Telangana,Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,APSRTC - 37801,INDRA(A.C. SEATER),21:00,06h 45m,03:45,3.8,0.0,23 Seats available,Non-A/C,21.0
Telangana,Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,APSRTC - 38202,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",21:00,07h 15m,04:15,3.8,0.0,12 Seats available,Non-A/C,21.0
Telangana,Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,APSRTC - 3969,INDRA(A.C. SEATER),21:05,06h 10m,03:15,3.4,0.0,11 Seats available,Non-A/C,21.0
Telangana,Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,APSRTC - 4179,AMARAVATHI (VOLVO / SCANIA A.C MULTI AXLE),21:05,06h 55m,04:00,4.1,0.0,43 Seats available,Non-A/C,21.0
Telangana,Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,APSRTC - 4896,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",21:05,06h 25m,03:30,2.1,0.0,34 Seats available,Non-A/C,21.0
Telangana,Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,APSRTC - 4900,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",21:15,07h 25m,04:40,4.5,0.0,14 Seats available,Non-A/C,21.0
Telangana,Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,APSRTC - 3612,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",21:20,07h 30m,04:50,4.0,0.0,10 Seats available,Non-A/C,21.0
Telangana,Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,APSRTC - 3962,INDRA(A.C. SEATER),21:25,06h 50m,04:15,3.3,0.0,32 Seats available,Non-A/C,21.0
Telangana,Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,APSRTC - 95703,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",21:25,06h 05m,03:30,3.4,0.0,29 Seats available,Non-A/C,21.0
Telangana,Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,APSRTC - 4795,INDRA(A.C. SEATER),21:30,06h 30m,04:00,2.6,0.0,24 Seats available,Non-A/C,21.0
Telangana,Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,APSRTC - 4043,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",21:30,06h 55m,04:25,3.7,0.0,9 Seats available,Non-A/C,21.0
Telangana,Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,APSRTC - 4823,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",21:35,06h 10m,03:45,3.2,0.0,19 Seats available,Non-A/C,21.0
Telangana,Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,APSRTC - 35212,STAR LINER(NON-AC SLEEPER 2+1),21:35,06h 10m,03:45,2.7,0.0,6 Seats available,Non-A/C,21.0
Telangana,Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,APSRTC - 4353,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",21:35,06h 40m,04:15,3.9,0.0,14 Seats available,Non-A/C,21.0
Telangana,Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,APSRTC - 35064,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",21:38,06h 27m,04:05,3.7,0.0,16 Seats available,Non-A/C,21.0
Telangana,Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,APSRTC - 4920,INDRA(A.C. SEATER),21:40,06h 20m,04:00,4.2,0.0,27 Seats available,Non-A/C,21.0
Telangana,Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,APSRTC - 35172,STAR LINER(NON-AC SLEEPER 2+1),21:40,07h 30m,05:10,4.2,0.0,3 Seats available,Non-A/C,21.0
Telangana,Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,APSRTC - 2676,AMARAVATHI (VOLVO / SCANIA A.C MULTI AXLE),21:45,06h 15m,04:00,4.0,0.0,38 Seats available,Non-A/C,21.0
Telangana,Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,APSRTC - 4936,STAR LINER(NON-AC SLEEPER 2+1),21:45,06h 00m,03:45,2.8,0.0,8 Seats available,Non-A/C,21.0
Telangana,Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,APSRTC - 9652,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",21:45,07h 05m,04:50,3.1,0.0,14 Seats available,Non-A/C,21.0
Telangana,Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,APSRTC - 4815,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",21:45,06h 30m,04:15,4.8,0.0,11 Seats available,Non-A/C,21.0
Telangana,Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,APSRTC - 4996,INDRA(A.C. SEATER),21:55,06h 20m,04:15,4.4,0.0,32 Seats available,Non-A/C,21.0
Telangana,Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,APSRTC - 9655,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",21:55,07h 10m,05:05,3.7,0.0,29 Seats available,Non-A/C,21.0
Telangana,Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,APSRTC - 35136,INDRA(A.C. SEATER),21:58,06h 02m,04:00,3.7,0.0,30 Seats available,Non-A/C,21.0
Telangana,Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,APSRTC - 3917,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",22:00,06h 45m,04:45,3.8,0.0,23 Seats available,Non-A/C,22.0
Telangana,Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,APSRTC - 3618,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",22:00,07h 30m,05:30,4.5,0.0,15 Seats available,Non-A/C,22.0
Telangana,Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,APSRTC - 3570,AMARAVATHI (VOLVO / SCANIA A.C MULTI AXLE),22:00,05h 49m,03:49,3.9,0.0,41 Seats available,Non-A/C,22.0
Telangana,Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,APSRTC - 4789,STAR LINER(NON-AC SLEEPER 2+1),22:05,06h 25m,04:30,4.7,0.0,3 Seats available,Non-A/C,22.0
Telangana,Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,APSRTC - 4340,INDRA(A.C. SEATER),22:10,06h 50m,05:00,4.0,0.0,14 Seats available,Non-A/C,22.0
Telangana,Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,APSRTC - 3691,INDRA(A.C. SEATER),22:10,06h 20m,04:30,3.7,0.0,18 Seats available,Non-A/C,22.0
Telangana,Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,APSRTC - 4821,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",22:10,06h 20m,04:30,4.1,0.0,14 Seats available,Non-A/C,22.0
Telangana,Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,APSRTC - 4049,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",22:15,07h 20m,05:35,4.3,0.0,12 Seats available,Non-A/C,22.0
Telangana,Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,APSRTC - 3944,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",22:20,06h 25m,04:45,3.9,0.0,16 Seats available,Non-A/C,22.0
Telangana,Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,APSRTC - 3693,NIGHT RIDER (SEATER CUM SLEEPER),22:25,06h 35m,05:00,4.2,0.0,17 Seats available,Non-A/C,22.0
Telangana,Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,APSRTC - 3582,AMARAVATHI (VOLVO / SCANIA A.C MULTI AXLE),22:25,06h 05m,04:30,4.2,0.0,38 Seats available,Non-A/C,22.0
Telangana,Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,APSRTC - 1445,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",22:30,07h 00m,05:30,4.3,0.0,24 Seats available,Non-A/C,22.0
Telangana,Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,APSRTC - 3909,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",22:30,07h 05m,05:35,3.8,0.0,21 Seats available,Non-A/C,22.0
Telangana,Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,APSRTC - 3824,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",22:30,06h 40m,05:10,4.0,0.0,32 Seats available,Non-A/C,22.0
Telangana,Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,APSRTC - 9365,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",22:30,06h 30m,05:00,3.6,0.0,19 Seats available,Non-A/C,22.0
Telangana,Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,APSRTC - 3695,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",22:30,06h 50m,05:20,4.3,0.0,7 Seats available,Non-A/C,22.0
Telangana,Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,APSRTC - 3560,INDRA(A.C. SEATER),22:30,05h 15m,03:45,4.4,0.0,23 Seats available,Non-A/C,22.0
